Lfd. Nr.;Relevent WP years;FGE;series;Fangort bzw. Strom km;Habitat;Fangdatum;Toetungs-datum;Bearbeitungs-datum;Fangmonat;Fangjahr;Quartal;gear;Masse (g) gemessen;Laenge (cm) gemessen;G/B;Kopf;Neuromast;Auge v (mm);Auge h (mm);Brustfl.  (mm);Fett (%-Fatmeter Eel-1, ggf. korrigiert (aus eel-2?));Fett (%, Eel-2);Fett (%, keine Angabe des Programms) ;Otolithen;Sex;Leber (g);Eingeweide (g);Gonadengewicht (g);Schwimmblase (binär);Gewicht Schwimmblase (g);Galle (binär);Muskel;Hirn;TK;representative ;Bemerkungen;Wissenschaftler/Protokollant;Lagerung;Hälterung;Extra ID (Polen ID, Florian Id);Fett % (Labor);Fett (% hinter Anus);Muskel (binär);Muskelgewicht (g);DNA /Gewebeprobe (binär);Fettbeprobung (binär);Vollbeprobung;Leber Histo #;Blut Nr. ;Length (mm)  corrected;Length (cm) corrected;Length class (1cm);Length class (2cm);Length class (5cm);Length class (10cm);Mass (g) corrected;eye_diam_avg ;S1;SF2;SF3;SF4;SF5;SM2 (6);Stage (s.i.);Y/S nach Durif;Pankhurst ;Y/S nach Pankhurst;GSI;HSI;Age (y);Quality of age reading;PCB  (pg TEQ/g ww);Quecksilber Muskel (µg/kg ww);Quecksilber Leber;Pb Muskel (µg/kg dw) ;Cd Muskel (µg/kg dw);PAHs Pyr/380 (regional);PAHs Pyr/ml (physiologisch);A380;EROD;GST;Pseudodactylogyrus (n gesamt);Anguillicola cr. (n gesamt);Hartmannklasse
4801;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;122.00;42.00;B;p;2;6.7;7.3;19.2;21.1;NA;NA;2;u;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;420;42;42;42;40;40;122;7;77.80;79.35;79.54;74.36;79.34;85.49;6;sm;9.162978573;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4802;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;180.00;50.00;B;NA;2;8.4;8.4;25.6;18;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;50;50;50;50;50;180;8.4;102.59;109.62;114.89;110.76;119.97;118.23;5;s;11.08353888;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4803;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;200.00;52.00;B;p;3;8.9;9.9;27.2;19.9;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;520;52;52;52;50;50;200;9.4;111.80;120.81;128.95;127.22;137.50;133.72;5;s;13.34572725;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4804;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;92.00;36.00;T;p;2;6.3;6.8;18.4;26;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;360;36;36;36;35;30;92;6.55;63.53;62.29;61.51;57.90;61.81;71.87;6;sm;9.359873529;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4805;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;93.00;38.00;B;p;3;6.3;6.8;18.3;25.8;NA;NA;1;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;38;38;38;35;30;93;6.55;68.20;67.80;66.86;62.04;66.33;75.15;6;sm;8.867248607;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4806;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;152.00;43.00;B;p;3;6.9;6.9;21.5;26.5;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;152;6.9;77.84;79.73;80.34;75.06;80.61;85.52;6;sm;8.696001525;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4807;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;133.00;43.00;B;p;3;8.2;8.8;22.6;22.5;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;133;8.5;89.44;93.63;98.63;97.87;105.21;108.70;6;sm;13.19651565;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4808;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;88.00;37.00;T;p;2;6;6;20;25.2;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;370;37;37;36;35;30;88;6;64.32;63.35;61.70;55.76;60.81;69.45;6;sm;7.64171186;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4809;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;119.00;41.00;B;p;3;7.1;7.1;22.3;25.4;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;119;7.1;78.16;80.13;81.70;77.52;84.22;89.31;6;sm;9.656566199;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4810;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;90.00;37.00;B;p;3;7.2;7.4;21.9;24;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;370;37;37;36;35;30;90;7.3;72.48;73.30;75.53;73.74;80.26;87.56;6;sm;11.31185625;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4811;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;77.00;34.00;B;p;2;6.1;6.2;17.5;17.5;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;340;34;34;34;30;30;77;6.15;57.54;55.04;53.11;49.11;52.37;64.04;6;sm;8.736977069;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4812;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;134.00;42.00;B;p;3;7.1;7.5;21.9;24.5;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;420;42;42;42;40;40;134;7.3;79.82;82.10;83.94;80.10;86.37;91.26;6;sm;9.965206697;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4813;before 2020;Weser;Weser;Drakenburg;R;10. - 24.11.16;25.11.2016;25.11.2016;11;2016;4;Schokker;122.00;41.00;B;p;3;7.4;7.4;21.2;24.8;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410;41;41;40;40;40;122;7.4;78.83;80.82;82.75;79.52;85.56;91.20;6;sm;10.48985449;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4814;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;214.00;51.00;B;p;3;7.1;7.1;24.4;19.6;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;510;51;51;50;50;50;214;7.1;93.39;98.61;100.12;92.12;99.32;98.61;3;y;7.763121846;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4815;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;262.00;51.00;B;p;3;7.8;7.8;25.3;22.7;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;510;51;51;50;50;50;262;7.8;92.64;98.01;101.46;96.82;103.19;102.76;5;s;9.36933809;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4816;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;230.00;51.00;B;p;3;9;9;27.4;20.5;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;510;51;51;50;50;50;230;9;104.04;111.72;118.93;117.32;126.37;123.85;5;s;12.47397083;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4817;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;226.00;51.00;B;p;3;8.6;9;26.2;21.9;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;510;51;51;50;50;50;226;8.8;102.63;109.89;116.20;113.82;122.23;120.32;5;s;11.92573211;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4818;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;250.00;53.00;B;p;3;7.3;7.6;27.4;19.5;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;24.11.2016;24.11.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;530;53;53;52;50;50;250;7.45;98.13;104.67;107.88;100.73;109.11;106.12;5;s;8.224822937;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4819;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;142.00;43.00;B;p;3;6.8;6.8;25.5;22.9;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;142;6.8;80.82;83.67;85.43;79.79;88.01;90.64;6;sm;8.445770018;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4820;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;147.00;48.00;B;p;3;6.6;7;24.2;23.3;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;48;48;48;45;40;147;6.8;91.58;96.25;97.26;88.58;97.06;97.18;3;y;7.566002307;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4821;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;143.00;43.00;B;p;3;7.1;7.1;22.1;23.2;NA;NA;2;m;1.99;4.06;<0,01;1;0.66;0;;;0;0;Galle im Darm, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;143;7.1;80.29;82.68;84.01;79.17;85.43;89.79;6;sm;9.207423585;s;#WERT!;1.391608392;NA;NA;;;;;;;;;;;;;
4822;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;208.00;50.00;T;p;2;7.5;8.9;27.1;25.7;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;50;50;50;50;50;208;8.2;99.38;106.06;111.29;107.29;116.39;114.48;5;s;10.5620345;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4823;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;215.00;45.00;B;p;3;6.5;6.8;21;23.8;NA;NA;1;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;450;45;45;44;45;40;215;6.65;74.18;75.50;75.07;69.27;72.85;78.03;6;sm;7.718282285;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4824;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;120.00;39.00;B;p;3;7;7.4;19.9;23.8;NA;NA;2;m;1.72;3.25;0.07;1;0.53;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;120;7.2;72.29;72.94;74.05;71.33;76.12;83.79;6;sm;10.43975405;s;0.000583333;1.433333333;NA;NA;;;;;;;;;;;;;
4825;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;117.00;40.00;B;p;3;6.5;6.5;19.4;20.9;NA;NA;1;m;1.6;4.54;0.09;1;0.22;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;117;6.5;70.85;71.11;70.26;64.67;69.29;76.70;6;sm;8.295768101;s;0.000769231;1.367521368;NA;NA;;;;;;;;;;;;;
4826;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;106.00;38.00;B;p;3;6.5;7.5;20.9;20.4;NA;NA;2;m;2.06;2.66;0.08;1;1.23;0;;;0;0;Viele Parasiten in SB, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;38;38;38;35;30;106;7;70.89;71.34;72.38;69.38;74.93;82.50;6;sm;10.12750263;s;0.000754717;1.943396226;NA;NA;;;;;;;;;;;;;
4827;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;130.00;40.00;B;p;3;7.7;7.7;20.9;25.3;NA;NA;1;m;3.2;4.18;0.21;1;1.07;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;130;7.7;77.02;78.70;81.31;79.80;85.26;91.79;6;sm;11.64156428;s;0.001615385;2.461538462;NA;NA;;;;;;;;;;;;;
4828;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;92.00;39.00;B;p;3;6.5;7;20.3;24.6;NA;NA;2;m;1.41;2.88;0.03;1;0.29;0;;;0;0;Linke Flosse ab, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;92;6.75;73.07;73.79;73.98;69.22;75.03;82.06;6;sm;9.175565082;s;0.000326087;1.532608696;NA;NA;;;;;;;;;;;;;
4829;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;117.00;40.00;B;p;3;6.7;6.7;18.6;32.1;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400;40;40;40;40;40;117;6.7;71.47;71.77;71.14;66.12;70.33;78.10;6;sm;8.814130889;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4830;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;217.00;53.00;B;p;3;7.8;8.4;25.1;22.7;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;530;53;53;52;50;50;217;8.1;103.88;111.17;115.27;109.22;117.53;114.91;5;s;9.72263651;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4831;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;120.00;43.00;B;p;3;7.9;8.3;22;25.5;NA;NA;2;m;1.83;3.03;0.09;1;0.58;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;120;8.1;88.25;92.10;95.92;93.60;100.88;104.54;6;sm;11.98371477;s;0.00075;1.525;NA;NA;;;;;;;;;;;;;
4832;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;81.00;36.00;B;p;3;6.3;6.7;19.4;25.4;NA;NA;2;m;1.33;3.22;0.01;1;0.31;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;360;36;36;36;35;30;81;6.5;65.06;64.17;63.63;59.66;64.50;73.83;6;sm;9.217520112;s;0.000123457;1.641975309;NA;NA;;;;;;;;;;;;;
4833;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;129.00;43.00;B;p;3;6.8;6.8;22.1;21.5;NA;NA;2;m;1.95;2.97;0.11;1;0.42;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;129;6.8;80.13;82.44;83.06;76.95;83.58;87.75;6;sm;8.445770018;s;0.000852713;1.511627907;NA;NA;;;;;;;;;;;;;
4834;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;90.00;36.00;B;p;3;7.4;8;18.8;27.9;NA;NA;1.5;m;1.72;3.92;<0,01;1;0.31;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;360;36;36;36;35;30;90;7.7;70.37;70.50;72.71;72.62;77.19;86.67;6;sm;12.93507142;s;#WERT!;1.911111111;NA;NA;;;;;;;;;;;;;
4835;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;78.00;36.00;B;p;3;5.9;6.5;17.4;17.7;NA;NA;1;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;360;36;36;36;35;30;78;6.2;62.49;60.88;58.92;53.85;57.52;67.92;6;sm;8.386307056;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4836;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;76.00;37.00;B;p;3;6.2;6.7;19.3;17.6;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;370;37;37;36;35;30;76;6.45;67.68;67.24;66.49;61.62;66.80;75.43;6;sm;8.830953268;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4837;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;113.00;43.00;G;n;1;5.2;6.2;20.4;21.1;NA;NA;2;f;NA;NA;NA;NA;NA;0;;;0;0;NA;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;430;43;43;42;40;40;113;5.7;74.72;75.73;73.06;63.10;68.91;73.96;2;y;5.934322402;y;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4838;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;92.00;39.00;B;p;3;6.6;8.3;20.4;25.3;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;390;39;39;38;35;30;92;7.45;77.01;78.51;80.47;77.87;83.97;90.74;6;sm;11.17732348;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4839;before 2020;Weser;Weser;Landesbergen;R;22.- 29.11.16;01.12.2016;01.12.2016;11;2016;4;NA;100.00;38.00;B;p;3;6.6;6.8;18.7;20.8;NA;NA;2;m;NA;NA;NA;NA;NA;0;;;0;0;NA, Otos bei Janek;Oleg Krutsch;7 Tage;7 Tage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;380;38;38;38;35;30;100;6.7;68.52;68.26;67.81;63.64;67.99;76.69;6;sm;9.278032514;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4840;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;1202;92;B;p;2;10.6;11.8;41;20.9;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;920;92;92;92;90;90;1202;11.2;118.84;133.46;146.40;150.12;145.67;127.75;4;s;10.70873322;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4841;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;1037;78;B;p;2;9.6;9.6;37.5;21.3;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;780;78;78;78;75;70;1037;9.6;91.75;100.50;109.45;112.79;107.85;98.17;4;s;9.279781377;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4842;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;748;48;t;n;2;8.2;8.5;33.4;22.1;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;48;48;48;45;40;748;8.35;40.92;39.11;45.92;56.88;51.46;58.31;6;sm;11.40831738;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4843;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;865;74;B;p;3;9.4;9.4;33;22.4;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;740;74;74;74;70;70;865;9.4;96.78;105.47;112.95;113.82;110.87;102.81;4;s;9.378078611;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4844;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;862;74;B;p;3;9.3;9.4;38.2;21.3;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;740;74;74;74;70;70;862;9.35;100.02;109.87;119.02;119.91;120.12;109.28;5;s;9.278577154;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4845;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;843;74;B;p;3;9.9;9.9;33.8;22.4;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;740;74;74;74;70;70;843;9.9;102.42;112.20;121.25;123.16;121.57;112.51;4;s;10.40228027;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4846;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;955;75;B;p;2;9.5;9.5;36.7;24.2;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;750;75;75;74;75;70;955;9.5;92.30;100.84;109.61;112.50;109.03;100.15;4;s;9.4509579;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4847;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;999;78;t;b;2;10.2;10.2;38.1;24.8;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;780;78;78;78;75;70;999;10.2;99.55;109.73;120.45;124.76;121.61;110.69;4;s;10.47600319;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4848;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;762;70;t;p;2;8.9;9.4;36.2;22.6;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;700;70;70;70;70;70;762;9.15;98.80;107.93;116.34;116.60;117.90;108.81;5;s;9.393642534;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4849;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;908;76;B;p;3;9.5;9.8;36.4;19.1;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;760;76;76;76;75;70;908;9.65;100.45;110.32;119.39;120.98;119.18;108.80;4;s;9.623452694;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
4850;before 2020;Schlei/Trave;Schlei;Schleswig;M;12.16-01.17;26.01.2017;26.01.2017;12;2016;4;Reuse;1056;80;B;p;3;9.8;9.9;35.2;21.1;NA;NA;2;f;NA;NA;NA;0;NA;0;;;0;0;;CP;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;800;80;80;80;80;80;1056;9.85;94.52;103.58;112.19;115.41;109.04;99.56;4;s;9.525161664;s;#WERT!;#WERT!;NA;NA;;;;;;;;;;;;;
